username,scrobble_date,artist,track,album,insertion_date,genre
isaaflintz,2020-02-14 15:06:57.000,Chico Buarque,Jorge Maravilha,Umas e Outras,2024-06-17 14:56:56.017,SambaRock
isaaflintz,2020-02-14 15:06:57.000,Chico Buarque,Jorge Maravilha,Umas e Outras,2024-06-17 14:56:56.017,samba
isaaflintz,2020-02-14 15:06:57.000,Chico Buarque,Jorge Maravilha,Umas e Outras,2024-06-17 14:56:56.017,happy
mafekrug,2022-03-28 15:51:57.000,Rex Orange County,Sunflower,Sunflower,2024-06-17 15:36:01.915,indie
mafekrug,2022-03-28 15:51:57.000,Rex Orange County,Sunflower,Sunflower,2024-06-17 15:36:01.915,soul
mafekrug,2022-03-28 15:51:57.000,Rex Orange County,Sunflower,Sunflower,2024-06-17 15:36:01.915,indie pop
mafekrug,2022-03-28 15:51:57.000,Rex Orange County,Sunflower,Sunflower,2024-06-17 15:36:01.915,sunshine pop
mafekrug,2022-03-28 15:51:57.000,Rex Orange County,Sunflower,Sunflower,2024-06-17 15:36:01.915,psychedelic
marisalgueiro,2022-06-15 22:34:04.000,Gilsons,Love Love,Várias Queixas,2024-06-17 13:07:00.863,Sofar Rio de Janeiro
isaaflintz,2019-08-21 23:40:20.000,The Smiths,"Is it Really So Strange? - John Peel session, 12/2/86",Louder Than Bombs,2024-06-17 14:59:06.742,rock
mafekrug,2022-05-07 00:39:11.000,Britney Spears,Radar,Blackout,2024-06-17 15:35:50.795,pop
mafekrug,2022-05-07 00:39:11.000,Britney Spears,Radar,Blackout,2024-06-17 15:35:50.795,dance
mafekrug,2022-05-07 00:39:11.000,Britney Spears,Radar,Blackout,2024-06-17 15:35:50.795,Britney Spears
mafekrug,2022-05-07 00:39:11.000,Britney Spears,Radar,Blackout,2024-06-17 15:35:50.795,electronic
mafekrug,2022-05-07 00:39:11.000,Britney Spears,Radar,Blackout,2024-06-17 15:35:50.795,female vocalists
pascgabs,2021-05-09 04:26:57.000,Fábio de Carvalho,Ano Violento,Tudo Em Vão,2024-06-17 15:40:25.842,nem ler Noam Chomsky eu to conseguindo
KevinDoGraja,2023-11-25 12:17:25.000,LE SSERAFIM,Flash Forward,UNFORGIVEN,2024-06-17 12:45:04.641,k-pop
KevinDoGraja,2023-11-25 12:17:25.000,LE SSERAFIM,Flash Forward,UNFORGIVEN,2024-06-17 12:45:04.641,Kpop
KevinDoGraja,2023-11-25 12:17:25.000,LE SSERAFIM,Flash Forward,UNFORGIVEN,2024-06-17 12:45:04.641,chill
KevinDoGraja,2023-11-25 12:17:25.000,LE SSERAFIM,Flash Forward,UNFORGIVEN,2024-06-17 12:45:04.641,Awesome
KevinDoGraja,2023-11-25 12:17:25.000,LE SSERAFIM,Flash Forward,UNFORGIVEN,2024-06-17 12:45:04.641,Korean
isaaflintz,2024-05-07 19:27:34.000,cassö,Prada,Prada,2024-06-17 14:44:01.217,electronic
isaaflintz,2024-05-07 19:27:34.000,cassö,Prada,Prada,2024-06-17 14:44:01.217,trance
isaaflintz,2024-05-07 19:27:34.000,cassö,Prada,Prada,2024-06-17 14:44:01.217,C
isaaflintz,2024-05-07 19:27:34.000,cassö,Prada,Prada,2024-06-17 14:44:01.217,House
isaaflintz,2024-05-07 19:27:34.000,cassö,Prada,Prada,2024-06-17 14:44:01.217,deep house
mateuslevisf,2024-06-10 18:18:29.000,SOOJIN,RIZZ ME UP,RIZZ,2024-06-17 15:05:03.411,Korean
mateuslevisf,2024-06-10 18:18:29.000,SOOJIN,RIZZ ME UP,RIZZ,2024-06-17 15:05:03.411,k-pop
mateuslevisf,2024-06-10 18:18:29.000,SOOJIN,RIZZ ME UP,RIZZ,2024-06-17 15:05:03.411,Kpop
mateuslevisf,2024-06-10 18:18:29.000,SOOJIN,RIZZ ME UP,RIZZ,2024-06-17 15:05:03.411,disappointing
mateuslevisf,2024-06-10 18:18:29.000,SOOJIN,RIZZ ME UP,RIZZ,2024-06-17 15:05:03.411,2-step
pedrokuchpil,2023-06-02 18:35:24.000,Black Alien,Como Eu Te Quero,Babylon By Gus Vol. 1 - O Ano do Macaco,2024-06-17 15:48:18.601,Hip-Hop
pedrokuchpil,2023-06-02 18:35:24.000,Black Alien,Como Eu Te Quero,Babylon By Gus Vol. 1 - O Ano do Macaco,2024-06-17 15:48:18.601,brasil
pedrokuchpil,2023-06-02 18:35:24.000,Black Alien,Como Eu Te Quero,Babylon By Gus Vol. 1 - O Ano do Macaco,2024-06-17 15:48:18.601,Brasil Rap
pedrokuchpil,2023-06-02 18:35:24.000,Black Alien,Como Eu Te Quero,Babylon By Gus Vol. 1 - O Ano do Macaco,2024-06-17 15:48:18.601,brazil
pedrokuchpil,2023-06-02 18:35:24.000,Black Alien,Como Eu Te Quero,Babylon By Gus Vol. 1 - O Ano do Macaco,2024-06-17 15:48:18.601,Black
Hydraine,2024-04-06 10:33:46.000,Charlie Puth,Girlfriend,Girlfriend,2024-06-17 15:15:23.125,pop
Hydraine,2024-04-06 10:33:46.000,Charlie Puth,Girlfriend,Girlfriend,2024-06-17 15:15:23.125,2020
Hydraine,2024-04-06 10:33:46.000,Charlie Puth,Girlfriend,Girlfriend,2024-06-17 15:15:23.125,electropop
Hydraine,2024-04-06 10:33:46.000,Charlie Puth,Girlfriend,Girlfriend,2024-06-17 15:15:23.125,bop
Hydraine,2024-04-06 10:33:46.000,Charlie Puth,Girlfriend,Girlfriend,2024-06-17 15:15:23.125,summer
mateuslevisf,2022-09-01 15:57:00.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:09:33.862,Hip-Hop
mateuslevisf,2022-09-01 15:57:00.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:09:33.862,rap
mateuslevisf,2022-09-01 15:57:00.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:09:33.862,Awesome
mateuslevisf,2022-09-01 15:57:00.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:09:33.862,rnb
mateuslevisf,2022-09-01 15:57:00.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:09:33.862,Korean
isaaflintz,2021-10-02 18:52:23.000,Britney Spears,Circus,Circus (Deluxe Version),2024-06-17 14:49:16.014,pop
isaaflintz,2021-10-02 18:52:23.000,Britney Spears,Circus,Circus (Deluxe Version),2024-06-17 14:49:16.014,dance
isaaflintz,2021-10-02 18:52:23.000,Britney Spears,Circus,Circus (Deluxe Version),2024-06-17 14:49:16.014,Britney Spears
isaaflintz,2021-10-02 18:52:23.000,Britney Spears,Circus,Circus (Deluxe Version),2024-06-17 14:49:16.014,female vocalists
isaaflintz,2021-10-02 18:52:23.000,Britney Spears,Circus,Circus (Deluxe Version),2024-06-17 14:49:16.014,circus
Hydraine,2024-05-23 20:48:04.000,Bigbang,BLUE,ALIVE,2024-06-17 15:14:54.450,BigBang
Hydraine,2024-05-23 20:48:04.000,Bigbang,BLUE,ALIVE,2024-06-17 15:14:54.450,Kpop
Hydraine,2024-05-23 20:48:04.000,Bigbang,BLUE,ALIVE,2024-06-17 15:14:54.450,big bang
Hydraine,2024-05-23 20:48:04.000,Bigbang,BLUE,ALIVE,2024-06-17 15:14:54.450,k-pop
Hydraine,2024-05-23 20:48:04.000,Bigbang,BLUE,ALIVE,2024-06-17 15:14:54.450,Ballad
Luca1_2_3,2021-06-06 15:08:14.000,BADBADNOTGOOD,Time Moves Slow,IV,2024-06-17 14:40:40.814,jazz
Luca1_2_3,2021-06-06 15:08:14.000,BADBADNOTGOOD,Time Moves Slow,IV,2024-06-17 14:40:40.814,soul jazz
Luca1_2_3,2021-06-06 15:08:14.000,BADBADNOTGOOD,Time Moves Slow,IV,2024-06-17 14:40:40.814,jazz fusion
Luca1_2_3,2021-06-06 15:08:14.000,BADBADNOTGOOD,Time Moves Slow,IV,2024-06-17 14:40:40.814,soul
Luca1_2_3,2021-06-06 15:08:14.000,BADBADNOTGOOD,Time Moves Slow,IV,2024-06-17 14:40:40.814,Masterpiece
pascgabs,2022-01-15 18:55:12.000,Seu Jorge,Team Zissou,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,2024-06-17 15:38:48.033,Soundtrack
pascgabs,2022-01-15 18:55:12.000,Seu Jorge,Team Zissou,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,2024-06-17 15:38:48.033,brazil
pascgabs,2022-01-15 18:55:12.000,Seu Jorge,Team Zissou,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,2024-06-17 15:38:48.033,brazilian
pascgabs,2022-01-15 18:55:12.000,Seu Jorge,Team Zissou,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,2024-06-17 15:38:48.033,acoustic
pascgabs,2022-01-15 18:55:12.000,Seu Jorge,Team Zissou,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,2024-06-17 15:38:48.033,pop-folk
Hydraine,2020-07-17 13:13:34.000,3 Doors Down,Here Without You,Away from the Sun,2024-06-17 15:29:51.462,rock
Hydraine,2020-07-17 13:13:34.000,3 Doors Down,Here Without You,Away from the Sun,2024-06-17 15:29:51.462,alternative rock
Hydraine,2020-07-17 13:13:34.000,3 Doors Down,Here Without You,Away from the Sun,2024-06-17 15:29:51.462,3 Doors Down
Hydraine,2020-07-17 13:13:34.000,3 Doors Down,Here Without You,Away from the Sun,2024-06-17 15:29:51.462,alternative
Hydraine,2020-07-17 13:13:34.000,3 Doors Down,Here Without You,Away from the Sun,2024-06-17 15:29:51.462,Love
rafinhaperry,2017-08-20 12:48:33.000,Shawn Mendes,Air (feat. Astrid S),Handwritten (Deluxe),2024-06-17 16:09:42.999,Canadian
marisalgueiro,2020-11-02 18:39:33.000,Ariana Grande,love language,Positions,2024-06-17 13:08:55.796,rnb
marisalgueiro,2020-11-02 18:39:33.000,Ariana Grande,love language,Positions,2024-06-17 13:08:55.796,pop
marisalgueiro,2020-11-02 18:39:33.000,Ariana Grande,love language,Positions,2024-06-17 13:08:55.796,Disco
marisalgueiro,2020-11-02 18:39:33.000,Ariana Grande,love language,Positions,2024-06-17 13:08:55.796,jazz
marisalgueiro,2020-11-02 18:39:33.000,Ariana Grande,love language,Positions,2024-06-17 13:08:55.796,2020
K0KKy,2022-06-27 09:30:55.000,Taylor Swift,Blank Space,1989 (Deluxe),2024-06-17 12:41:26.558,pop
K0KKy,2022-06-27 09:30:55.000,Taylor Swift,Blank Space,1989 (Deluxe),2024-06-17 12:41:26.558,love at first listen
K0KKy,2022-06-27 09:30:55.000,Taylor Swift,Blank Space,1989 (Deluxe),2024-06-17 12:41:26.558,female vocalists
K0KKy,2022-06-27 09:30:55.000,Taylor Swift,Blank Space,1989 (Deluxe),2024-06-17 12:41:26.558,2014
K0KKy,2022-06-27 09:30:55.000,Taylor Swift,Blank Space,1989 (Deluxe),2024-06-17 12:41:26.558,best of 2014
rmottafc,2021-06-01 23:49:16.000,JID,Bruuuh (with Denzel Curry) - Remix,Bruuuh (with Denzel Curry) [Remix],2024-06-17 13:02:34.186,trap
rmottafc,2021-06-01 23:49:16.000,JID,Bruuuh (with Denzel Curry) - Remix,Bruuuh (with Denzel Curry) [Remix],2024-06-17 13:02:34.186,hardcore hip hop
rmottafc,2021-06-01 23:49:16.000,JID,Bruuuh (with Denzel Curry) - Remix,Bruuuh (with Denzel Curry) [Remix],2024-06-17 13:02:34.186,Southern Hip Hop
rmottafc,2021-06-01 23:49:16.000,JID,Bruuuh (with Denzel Curry) - Remix,Bruuuh (with Denzel Curry) [Remix],2024-06-17 13:02:34.186,MySpotigramBot
rmottafc,2024-01-06 14:42:18.000,Domo Genesis,Gamebreaker (feat. Earl Sweatshirt),No Idols,2024-06-17 12:49:45.694,MySpotigramBot
rmottafc,2024-01-06 14:42:18.000,Domo Genesis,Gamebreaker (feat. Earl Sweatshirt),No Idols,2024-06-17 12:49:45.694,-1001819731063
isaaflintz,2022-02-05 21:39:22.000,The Lonely Island,I Just Had Sex,Turtleneck & Chain (Explicit Version),2024-06-17 14:48:25.233,comedy
isaaflintz,2022-02-05 21:39:22.000,The Lonely Island,I Just Had Sex,Turtleneck & Chain (Explicit Version),2024-06-17 14:48:25.233,Hip-Hop
isaaflintz,2022-02-05 21:39:22.000,The Lonely Island,I Just Had Sex,Turtleneck & Chain (Explicit Version),2024-06-17 14:48:25.233,rap
isaaflintz,2022-02-05 21:39:22.000,The Lonely Island,I Just Had Sex,Turtleneck & Chain (Explicit Version),2024-06-17 14:48:25.233,the best 30 seconds of my life
isaaflintz,2022-02-05 21:39:22.000,The Lonely Island,I Just Had Sex,Turtleneck & Chain (Explicit Version),2024-06-17 14:48:25.233,rnb
Luca1_2_3,2021-07-21 01:51:46.000,Dayglow,Can I Call You Tonight?,Fuzzybrain,2024-06-17 14:40:23.687,english
Luca1_2_3,2021-07-21 01:51:46.000,Dayglow,Can I Call You Tonight?,Fuzzybrain,2024-06-17 14:40:23.687,indie
Luca1_2_3,2021-07-21 01:51:46.000,Dayglow,Can I Call You Tonight?,Fuzzybrain,2024-06-17 14:40:23.687,pop
Luca1_2_3,2021-07-21 01:51:46.000,Dayglow,Can I Call You Tonight?,Fuzzybrain,2024-06-17 14:40:23.687,rock
Luca1_2_3,2021-07-21 01:51:46.000,Dayglow,Can I Call You Tonight?,Fuzzybrain,2024-06-17 14:40:23.687,indie pop
rafinhaperry,2022-02-25 19:40:59.000,DUDA BEAT,Decisão de Te Amar,Te Amo Lá Fora,2024-06-17 16:01:07.727,pop reggae
rafinhaperry,2022-02-25 19:40:59.000,DUDA BEAT,Decisão de Te Amar,Te Amo Lá Fora,2024-06-17 16:01:07.727,alternative rnb
rmottafc,2024-02-13 16:18:09.000,Alvvays,"Archie, Marry Me",Alvvays,2024-06-17 12:49:06.925,indie
rmottafc,2024-02-13 16:18:09.000,Alvvays,"Archie, Marry Me",Alvvays,2024-06-17 12:49:06.925,twee pop
rmottafc,2024-02-13 16:18:09.000,Alvvays,"Archie, Marry Me",Alvvays,2024-06-17 12:49:06.925,dream pop
rmottafc,2024-02-13 16:18:09.000,Alvvays,"Archie, Marry Me",Alvvays,2024-06-17 12:49:06.925,indie rock
rmottafc,2024-02-13 16:18:09.000,Alvvays,"Archie, Marry Me",Alvvays,2024-06-17 12:49:06.925,indie pop
rafinhaperry,2017-12-29 20:49:55.000,Melanie Martinez,Carousel,Cry Baby (Deluxe Edition),2024-06-17 16:07:58.572,alternative
rafinhaperry,2017-12-29 20:49:55.000,Melanie Martinez,Carousel,Cry Baby (Deluxe Edition),2024-06-17 16:07:58.572,indie
rafinhaperry,2017-12-29 20:49:55.000,Melanie Martinez,Carousel,Cry Baby (Deluxe Edition),2024-06-17 16:07:58.572,pop
rafinhaperry,2017-12-29 20:49:55.000,Melanie Martinez,Carousel,Cry Baby (Deluxe Edition),2024-06-17 16:07:58.572,indie pop
rafinhaperry,2017-12-29 20:49:55.000,Melanie Martinez,Carousel,Cry Baby (Deluxe Edition),2024-06-17 16:07:58.572,freak show
vicisnotonfire,2018-06-16 15:18:29.000,Nando Reis,Por Onde Andei (ao vivo),"Nando Reis - Voz e Violão - No Recreio, Vol. 1 (Ao Vivo)",2024-06-17 15:54:39.490,rock nacional
vicisnotonfire,2018-06-16 15:18:29.000,Nando Reis,Por Onde Andei (ao vivo),"Nando Reis - Voz e Violão - No Recreio, Vol. 1 (Ao Vivo)",2024-06-17 15:54:39.490,robertitus coleccion
rafinhaperry,2018-10-06 17:24:49.000,Katy Perry,California Gurls (feat. Snoop Dogg),Teenage Dream,2024-06-17 16:05:55.463,pop
rafinhaperry,2018-10-06 17:24:49.000,Katy Perry,California Gurls (feat. Snoop Dogg),Teenage Dream,2024-06-17 16:05:55.463,katy perry
rafinhaperry,2018-10-06 17:24:49.000,Katy Perry,California Gurls (feat. Snoop Dogg),Teenage Dream,2024-06-17 16:05:55.463,female vocalists
rafinhaperry,2018-10-06 17:24:49.000,Katy Perry,California Gurls (feat. Snoop Dogg),Teenage Dream,2024-06-17 16:05:55.463,summer
rafinhaperry,2018-10-06 17:24:49.000,Katy Perry,California Gurls (feat. Snoop Dogg),Teenage Dream,2024-06-17 16:05:55.463,dance
Daniel_Peq,2023-06-06 21:39:56.000,Arthur Verocai,Na Boca do Sol,Arthur Verocai,2024-06-17 15:03:06.188,soul
Daniel_Peq,2023-06-06 21:39:56.000,Arthur Verocai,Na Boca do Sol,Arthur Verocai,2024-06-17 15:03:06.188,jazz fusion
Daniel_Peq,2023-06-06 21:39:56.000,Arthur Verocai,Na Boca do Sol,Arthur Verocai,2024-06-17 15:03:06.188,brasil
Daniel_Peq,2023-06-06 21:39:56.000,Arthur Verocai,Na Boca do Sol,Arthur Verocai,2024-06-17 15:03:06.188,mpb
Daniel_Peq,2023-06-06 21:39:56.000,Arthur Verocai,Na Boca do Sol,Arthur Verocai,2024-06-17 15:03:06.188,fip
KevinDoGraja,2023-08-04 20:27:32.000,STAYC,247,YOUNG-LUV.COM,2024-06-17 12:45:36.208,k-pop
KevinDoGraja,2023-08-04 20:27:32.000,STAYC,247,YOUNG-LUV.COM,2024-06-17 12:45:36.208,new jack swing
KevinDoGraja,2023-08-04 20:27:32.000,STAYC,247,YOUNG-LUV.COM,2024-06-17 12:45:36.208,electronic
KevinDoGraja,2023-08-04 20:27:32.000,STAYC,247,YOUNG-LUV.COM,2024-06-17 12:45:36.208,pop
KevinDoGraja,2023-08-04 20:27:32.000,STAYC,247,YOUNG-LUV.COM,2024-06-17 12:45:36.208,Awesome
Hydraine,2021-06-06 15:06:17.000,The 1975,A Change of Heart,"I like it when you sleep, for you are so beautiful yet so unaware of it",2024-06-17 15:25:18.602,electropop
Hydraine,2021-06-06 15:06:17.000,The 1975,A Change of Heart,"I like it when you sleep, for you are so beautiful yet so unaware of it",2024-06-17 15:25:18.602,indie
Hydraine,2021-06-06 15:06:17.000,The 1975,A Change of Heart,"I like it when you sleep, for you are so beautiful yet so unaware of it",2024-06-17 15:25:18.602,chill
Hydraine,2021-06-06 15:06:17.000,The 1975,A Change of Heart,"I like it when you sleep, for you are so beautiful yet so unaware of it",2024-06-17 15:25:18.602,rock
Hydraine,2021-06-06 15:06:17.000,The 1975,A Change of Heart,"I like it when you sleep, for you are so beautiful yet so unaware of it",2024-06-17 15:25:18.602,british
Luca1_2_3,2021-03-20 16:19:22.000,Slowdive,Alison,Souvlaki,2024-06-17 14:41:14.512,shoegaze
Luca1_2_3,2021-03-20 16:19:22.000,Slowdive,Alison,Souvlaki,2024-06-17 14:41:14.512,dream pop
Luca1_2_3,2021-03-20 16:19:22.000,Slowdive,Alison,Souvlaki,2024-06-17 14:41:14.512,indie
Luca1_2_3,2021-03-20 16:19:22.000,Slowdive,Alison,Souvlaki,2024-06-17 14:41:14.512,Dreamy
Luca1_2_3,2021-03-20 16:19:22.000,Slowdive,Alison,Souvlaki,2024-06-17 14:41:14.512,90s
rafinhaperry,2020-11-11 23:59:19.000,Taylor Swift,peace,folklore,2024-06-17 16:02:35.529,folk
rafinhaperry,2020-11-11 23:59:19.000,Taylor Swift,peace,folklore,2024-06-17 16:02:35.529,indie
rafinhaperry,2020-11-11 23:59:19.000,Taylor Swift,peace,folklore,2024-06-17 16:02:35.529,Lo-Fi
rafinhaperry,2020-11-11 23:59:19.000,Taylor Swift,peace,folklore,2024-06-17 16:02:35.529,rnb
rafinhaperry,2020-11-11 23:59:19.000,Taylor Swift,peace,folklore,2024-06-17 16:02:35.529,heavy metal
rafinhaperry,2023-07-27 14:34:57.000,Masayoshi Takanaka,Speed Of Love,Alone,2024-06-17 15:58:56.418,jazz
vicisnotonfire,2022-08-11 15:59:03.000,PUP,Totally Fine,The Unraveling of PUPTHEBAND,2024-06-17 15:52:20.233,seen live
vicisnotonfire,2022-08-11 15:59:03.000,PUP,Totally Fine,The Unraveling of PUPTHEBAND,2024-06-17 15:52:20.233,pop punk
vicisnotonfire,2022-08-11 15:59:03.000,PUP,Totally Fine,The Unraveling of PUPTHEBAND,2024-06-17 15:52:20.233,Clone hero
vicisnotonfire,2022-08-11 15:59:03.000,PUP,Totally Fine,The Unraveling of PUPTHEBAND,2024-06-17 15:52:20.233,lead guitar fc
mateuslevisf,2023-01-03 08:57:47.000,NewJeans,OMG,NewJeans 'OMG',2024-06-17 15:08:58.282,k-pop
mateuslevisf,2023-01-03 08:57:47.000,NewJeans,OMG,NewJeans 'OMG',2024-06-17 15:08:58.282,rnb
mateuslevisf,2023-01-03 08:57:47.000,NewJeans,OMG,NewJeans 'OMG',2024-06-17 15:08:58.282,Kpop
mateuslevisf,2023-01-03 08:57:47.000,NewJeans,OMG,NewJeans 'OMG',2024-06-17 15:08:58.282,pop
mateuslevisf,2023-01-03 08:57:47.000,NewJeans,OMG,NewJeans 'OMG',2024-06-17 15:08:58.282,dance-pop
marisalgueiro,2021-02-10 18:48:26.000,TWICE,LOVE FOOLISH,Feel Special,2024-06-17 13:08:36.111,Korean
marisalgueiro,2021-02-10 18:48:26.000,TWICE,LOVE FOOLISH,Feel Special,2024-06-17 13:08:36.111,k-pop
marisalgueiro,2021-02-10 18:48:26.000,TWICE,LOVE FOOLISH,Feel Special,2024-06-17 13:08:36.111,2019
marisalgueiro,2021-02-10 18:48:26.000,TWICE,LOVE FOOLISH,Feel Special,2024-06-17 13:08:36.111,electronic
marisalgueiro,2021-02-10 18:48:26.000,TWICE,LOVE FOOLISH,Feel Special,2024-06-17 13:08:36.111,synthpop
Daniel_Peq,2023-10-26 20:00:41.000,The Mars Volta,Roulette Dares (The Haunt of),Deloused in the Comatorium,2024-06-17 15:02:20.555,Progressive rock
Daniel_Peq,2023-10-26 20:00:41.000,The Mars Volta,Roulette Dares (The Haunt of),Deloused in the Comatorium,2024-06-17 15:02:20.555,experimental
Daniel_Peq,2023-10-26 20:00:41.000,The Mars Volta,Roulette Dares (The Haunt of),Deloused in the Comatorium,2024-06-17 15:02:20.555,rock
Daniel_Peq,2023-10-26 20:00:41.000,The Mars Volta,Roulette Dares (The Haunt of),Deloused in the Comatorium,2024-06-17 15:02:20.555,alternative
Daniel_Peq,2023-10-26 20:00:41.000,The Mars Volta,Roulette Dares (The Haunt of),Deloused in the Comatorium,2024-06-17 15:02:20.555,Progressive
rafinhaperry,2018-11-24 16:22:13.000,Marina and the Diamonds,Can't Pin Me Down,FROOT,2024-06-17 16:05:41.406,indie pop
rafinhaperry,2018-11-24 16:22:13.000,Marina and the Diamonds,Can't Pin Me Down,FROOT,2024-06-17 16:05:41.406,alternative
rafinhaperry,2018-11-24 16:22:13.000,Marina and the Diamonds,Can't Pin Me Down,FROOT,2024-06-17 16:05:41.406,female vocalists
rafinhaperry,2018-11-24 16:22:13.000,Marina and the Diamonds,Can't Pin Me Down,FROOT,2024-06-17 16:05:41.406,indie
rafinhaperry,2018-11-24 16:22:13.000,Marina and the Diamonds,Can't Pin Me Down,FROOT,2024-06-17 16:05:41.406,pop
Daniel_Peq,2023-06-30 01:25:23.000,Initial D,Deja Vu,,2024-06-17 15:02:58.530,eurodance
Daniel_Peq,2023-06-30 01:25:23.000,Initial D,Deja Vu,,2024-06-17 15:02:58.530,party
Daniel_Peq,2023-06-30 01:25:23.000,Initial D,Deja Vu,,2024-06-17 15:02:58.530,anime
Daniel_Peq,2023-06-30 01:25:23.000,Initial D,Deja Vu,,2024-06-17 15:02:58.530,eurobeat
Luca1_2_3,2021-04-23 14:39:28.000,Jorge Ben,Lalari-Olalá,Big Ben (1965),2024-06-17 14:40:53.703,Bossa Nova
Luca1_2_3,2021-04-23 14:39:28.000,Jorge Ben,Lalari-Olalá,Big Ben (1965),2024-06-17 14:40:53.703,bossa
Luca1_2_3,2021-04-23 14:39:28.000,Jorge Ben,Lalari-Olalá,Big Ben (1965),2024-06-17 14:40:53.703,Radiohead office chart
Luca1_2_3,2021-04-23 14:39:28.000,Jorge Ben,Lalari-Olalá,Big Ben (1965),2024-06-17 14:40:53.703,justy bossa web
Hydraine,2019-07-19 14:08:03.000,Imagine Dragons,Smoke and Mirrors,Smoke + Mirrors (Deluxe),2024-06-17 15:32:03.619,epic
Hydraine,2019-07-19 14:08:03.000,Imagine Dragons,Smoke and Mirrors,Smoke + Mirrors (Deluxe),2024-06-17 15:32:03.619,indie
Hydraine,2019-07-19 14:08:03.000,Imagine Dragons,Smoke and Mirrors,Smoke + Mirrors (Deluxe),2024-06-17 15:32:03.619,rock
Hydraine,2019-07-19 14:08:03.000,Imagine Dragons,Smoke and Mirrors,Smoke + Mirrors (Deluxe),2024-06-17 15:32:03.619,alternative
Hydraine,2019-07-19 14:08:03.000,Imagine Dragons,Smoke and Mirrors,Smoke + Mirrors (Deluxe),2024-06-17 15:32:03.619,experimental
isaaflintz,2022-02-14 08:56:34.000,Mitski,Francis Forever,bury me at makeout creek,2024-06-17 14:48:20.657,rock
isaaflintz,2022-02-14 08:56:34.000,Mitski,Francis Forever,bury me at makeout creek,2024-06-17 14:48:20.657,indie rock
isaaflintz,2022-02-14 08:56:34.000,Mitski,Francis Forever,bury me at makeout creek,2024-06-17 14:48:20.657,adventure time
isaaflintz,2022-02-14 08:56:34.000,Mitski,Francis Forever,bury me at makeout creek,2024-06-17 14:48:20.657,indie pop
isaaflintz,2022-02-14 08:56:34.000,Mitski,Francis Forever,bury me at makeout creek,2024-06-17 14:48:20.657,power pop
vicisnotonfire,2022-07-01 17:54:26.000,Peach Pit,Peach Pit,Sweet FA,2024-06-17 15:52:25.730,indie
vicisnotonfire,2022-07-01 17:54:26.000,Peach Pit,Peach Pit,Sweet FA,2024-06-17 15:52:25.730,indie pop
vicisnotonfire,2022-07-01 17:54:26.000,Peach Pit,Peach Pit,Sweet FA,2024-06-17 15:52:25.730,jangle pop
vicisnotonfire,2022-07-01 17:54:26.000,Peach Pit,Peach Pit,Sweet FA,2024-06-17 15:52:25.730,psychedelic pop
vicisnotonfire,2022-07-01 17:54:26.000,Peach Pit,Peach Pit,Sweet FA,2024-06-17 15:52:25.730,bedroom pop
isaaflintz,2020-03-18 18:44:32.000,Dua Lipa,Don't Start Now,Don't Start Now,2024-06-17 14:56:28.292,pop
isaaflintz,2020-03-18 18:44:32.000,Dua Lipa,Don't Start Now,Don't Start Now,2024-06-17 14:56:28.292,Disco
isaaflintz,2020-03-18 18:44:32.000,Dua Lipa,Don't Start Now,Don't Start Now,2024-06-17 14:56:28.292,nu-disco
isaaflintz,2020-03-18 18:44:32.000,Dua Lipa,Don't Start Now,Don't Start Now,2024-06-17 14:56:28.292,dance
isaaflintz,2020-03-18 18:44:32.000,Dua Lipa,Don't Start Now,Don't Start Now,2024-06-17 14:56:28.292,dance-pop
rmottafc,2021-07-31 15:10:49.000,Charlie Brown Jr.,"Uma só vida pra viver, tenho sede nela eu vou",Camisa 10 joga bola até na chuva,2024-06-17 13:01:55.922,rock nacional
rmottafc,2021-07-31 15:10:49.000,Charlie Brown Jr.,"Uma só vida pra viver, tenho sede nela eu vou",Camisa 10 joga bola até na chuva,2024-06-17 13:01:55.922,charlie brown jr
isaaflintz,2020-07-29 20:08:06.000,Lady Gaga,Paparazzi,The Fame Monster (International Deluxe),2024-06-17 14:54:19.259,pop
isaaflintz,2020-07-29 20:08:06.000,Lady Gaga,Paparazzi,The Fame Monster (International Deluxe),2024-06-17 14:54:19.259,Lady Gaga
isaaflintz,2020-07-29 20:08:06.000,Lady Gaga,Paparazzi,The Fame Monster (International Deluxe),2024-06-17 14:54:19.259,dance
isaaflintz,2020-07-29 20:08:06.000,Lady Gaga,Paparazzi,The Fame Monster (International Deluxe),2024-06-17 14:54:19.259,female vocalists
isaaflintz,2020-07-29 20:08:06.000,Lady Gaga,Paparazzi,The Fame Monster (International Deluxe),2024-06-17 14:54:19.259,Paparazzi
Hydraine,2021-11-24 00:42:52.000,Martin Garrix,In the Name of Love,In The Name Of Love,2024-06-17 15:22:14.074,2016
