username,scrobble_date,artist,track,album,insertion_date,genre
rafinhaperry,2023-12-10 23:37:06.000,Rita Lee,Caso Sério,Rita Lee,2024-06-17 15:57:50.689,brasil
rafinhaperry,2023-12-10 23:37:06.000,Rita Lee,Caso Sério,Rita Lee,2024-06-17 15:57:50.689,mpb
rafinhaperry,2023-12-10 23:37:06.000,Rita Lee,Caso Sério,Rita Lee,2024-06-17 15:57:50.689,pop
rafinhaperry,2023-12-10 23:37:06.000,Rita Lee,Caso Sério,Rita Lee,2024-06-17 15:57:50.689,rock
rafinhaperry,2023-12-10 23:37:06.000,Rita Lee,Caso Sério,Rita Lee,2024-06-17 15:57:50.689,rock brasil
marisalgueiro,2023-03-28 13:27:59.000,Tiago PZK,Bemaste,Bemaste,2024-06-17 13:06:00.687,favs 2023
isaaflintz,2021-11-17 18:45:09.000,Vinícius de Moraes,Carta Ao Tom 74,Vinicius & Toquinho,2024-06-17 14:48:58.823,Bossa Nova
isaaflintz,2021-11-17 18:45:09.000,Vinícius de Moraes,Carta Ao Tom 74,Vinicius & Toquinho,2024-06-17 14:48:58.823,brasil
isaaflintz,2021-11-17 18:45:09.000,Vinícius de Moraes,Carta Ao Tom 74,Vinicius & Toquinho,2024-06-17 14:48:58.823,nostalgia
isaaflintz,2021-11-17 18:45:09.000,Vinícius de Moraes,Carta Ao Tom 74,Vinicius & Toquinho,2024-06-17 14:48:58.823,saudade
isaaflintz,2021-11-17 18:45:09.000,Vinícius de Moraes,Carta Ao Tom 74,Vinicius & Toquinho,2024-06-17 14:48:58.823,amor
mafekrug,2024-04-17 09:49:00.000,Sixpence None the Richer,Kiss Me,Sixpence None the Richer,2024-06-17 15:32:49.707,pop
mafekrug,2024-04-17 09:49:00.000,Sixpence None the Richer,Kiss Me,Sixpence None the Richer,2024-06-17 15:32:49.707,90s
mafekrug,2024-04-17 09:49:00.000,Sixpence None the Richer,Kiss Me,Sixpence None the Richer,2024-06-17 15:32:49.707,female vocalists
mafekrug,2024-04-17 09:49:00.000,Sixpence None the Richer,Kiss Me,Sixpence None the Richer,2024-06-17 15:32:49.707,Love
mafekrug,2024-04-17 09:49:00.000,Sixpence None the Richer,Kiss Me,Sixpence None the Richer,2024-06-17 15:32:49.707,rock
rafinhaperry,2019-07-17 22:54:55.000,Greta Van Fleet,Safari Song,From The Fires,2024-06-17 16:04:30.804,rock
rafinhaperry,2019-07-17 22:54:55.000,Greta Van Fleet,Safari Song,From The Fires,2024-06-17 16:04:30.804,Rock n' Roll
rafinhaperry,2019-07-17 22:54:55.000,Greta Van Fleet,Safari Song,From The Fires,2024-06-17 16:04:30.804,FM4
rafinhaperry,2019-07-17 22:54:55.000,Greta Van Fleet,Safari Song,From The Fires,2024-06-17 16:04:30.804,rock classic
isaaflintz,2019-04-27 17:08:07.000,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",(500) Days of Summer (Music from the Motion Picture),2024-06-17 15:00:05.072,rock
isaaflintz,2019-04-27 17:08:07.000,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",(500) Days of Summer (Music from the Motion Picture),2024-06-17 15:00:05.072,indie pop
isaaflintz,2019-04-27 17:08:07.000,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",(500) Days of Summer (Music from the Motion Picture),2024-06-17 15:00:05.072,alternative rock
isaaflintz,2019-04-27 17:08:07.000,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",(500) Days of Summer (Music from the Motion Picture),2024-06-17 15:00:05.072,jangle pop
isaaflintz,2019-04-27 17:08:07.000,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",(500) Days of Summer (Music from the Motion Picture),2024-06-17 15:00:05.072,indie
marisalgueiro,2022-04-25 17:07:59.000,NCT DREAM,Glitch Mode,Glitch Mode - The 2nd Album,2024-06-17 13:07:14.830,Hip-Hop
marisalgueiro,2022-04-25 17:07:59.000,NCT DREAM,Glitch Mode,Glitch Mode - The 2nd Album,2024-06-17 13:07:14.830,hip hop
marisalgueiro,2022-04-25 17:07:59.000,NCT DREAM,Glitch Mode,Glitch Mode - The 2nd Album,2024-06-17 13:07:14.830,pop
marisalgueiro,2022-04-25 17:07:59.000,NCT DREAM,Glitch Mode,Glitch Mode - The 2nd Album,2024-06-17 13:07:14.830,Awesome
marisalgueiro,2022-04-25 17:07:59.000,NCT DREAM,Glitch Mode,Glitch Mode - The 2nd Album,2024-06-17 13:07:14.830,bass
mateuslevisf,2021-12-18 17:30:28.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:10:27.283,Hip-Hop
mateuslevisf,2021-12-18 17:30:28.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:10:27.283,rap
mateuslevisf,2021-12-18 17:30:28.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:10:27.283,Awesome
mateuslevisf,2021-12-18 17:30:28.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:10:27.283,rnb
mateuslevisf,2021-12-18 17:30:28.000,NCT U,OK!,Universe - The 3rd Album,2024-06-17 15:10:27.283,Korean
pascgabs,2019-01-29 19:01:06.000,Jeff Buckley,Grace,Grace (Legacy Edition),2024-06-17 15:43:44.537,rock
pascgabs,2019-01-29 19:01:06.000,Jeff Buckley,Grace,Grace (Legacy Edition),2024-06-17 15:43:44.537,singer-songwriter
pascgabs,2019-01-29 19:01:06.000,Jeff Buckley,Grace,Grace (Legacy Edition),2024-06-17 15:43:44.537,alternative rock
pascgabs,2019-01-29 19:01:06.000,Jeff Buckley,Grace,Grace (Legacy Edition),2024-06-17 15:43:44.537,indie
pascgabs,2019-01-29 19:01:06.000,Jeff Buckley,Grace,Grace (Legacy Edition),2024-06-17 15:43:44.537,jeff buckley
vicisnotonfire,2021-03-15 21:08:31.000,Ramones,I Wanna Be Your Boyfriend - 2016 Remaster,Ramones (2017 Remaster),2024-06-17 15:52:55.520,pop punk
isaaflintz,2022-04-11 17:44:48.000,Lorde,Buzzcut Season,Pure Heroine (Extended),2024-06-17 14:47:58.535,indie pop
isaaflintz,2022-04-11 17:44:48.000,Lorde,Buzzcut Season,Pure Heroine (Extended),2024-06-17 14:47:58.535,pop
isaaflintz,2022-04-11 17:44:48.000,Lorde,Buzzcut Season,Pure Heroine (Extended),2024-06-17 14:47:58.535,art pop
isaaflintz,2022-04-11 17:44:48.000,Lorde,Buzzcut Season,Pure Heroine (Extended),2024-06-17 14:47:58.535,electronic
isaaflintz,2022-04-11 17:44:48.000,Lorde,Buzzcut Season,Pure Heroine (Extended),2024-06-17 14:47:58.535,indietronica
rmottafc,2024-02-26 01:55:09.000,Kendrick Lamar,Alright,To Pimp a Butterfly,2024-06-17 12:48:51.341,Hip-Hop
rmottafc,2024-02-26 01:55:09.000,Kendrick Lamar,Alright,To Pimp a Butterfly,2024-06-17 12:48:51.341,Conscious Hip Hop
rmottafc,2024-02-26 01:55:09.000,Kendrick Lamar,Alright,To Pimp a Butterfly,2024-06-17 12:48:51.341,MySpotigramBot
rmottafc,2024-02-26 01:55:09.000,Kendrick Lamar,Alright,To Pimp a Butterfly,2024-06-17 12:48:51.341,jazz rap
rmottafc,2024-02-26 01:55:09.000,Kendrick Lamar,Alright,To Pimp a Butterfly,2024-06-17 12:48:51.341,2015
Luca1_2_3,2020-07-19 18:07:43.000,Arctic Monkeys,The View from the Afternoon,"Whatever People Say I Am, That's What I'm Not",2024-06-17 14:42:32.044,indie rock
Luca1_2_3,2020-07-19 18:07:43.000,Arctic Monkeys,The View from the Afternoon,"Whatever People Say I Am, That's What I'm Not",2024-06-17 14:42:32.044,indie
Luca1_2_3,2020-07-19 18:07:43.000,Arctic Monkeys,The View from the Afternoon,"Whatever People Say I Am, That's What I'm Not",2024-06-17 14:42:32.044,rock
Luca1_2_3,2020-07-19 18:07:43.000,Arctic Monkeys,The View from the Afternoon,"Whatever People Say I Am, That's What I'm Not",2024-06-17 14:42:32.044,alternative
Luca1_2_3,2020-07-19 18:07:43.000,Arctic Monkeys,The View from the Afternoon,"Whatever People Say I Am, That's What I'm Not",2024-06-17 14:42:32.044,british
pedrokuchpil,2022-07-28 18:34:41.000,Black Eyed Peas,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],2024-06-17 15:49:07.661,Hip-Hop
pedrokuchpil,2022-07-28 18:34:41.000,Black Eyed Peas,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],2024-06-17 15:49:07.661,black eyed peas
pedrokuchpil,2022-07-28 18:34:41.000,Black Eyed Peas,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],2024-06-17 15:49:07.661,dance
pedrokuchpil,2022-07-28 18:34:41.000,Black Eyed Peas,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],2024-06-17 15:49:07.661,Imma Be
pedrokuchpil,2022-07-28 18:34:41.000,Black Eyed Peas,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],2024-06-17 15:49:07.661,hip hop
rafinhaperry,2018-02-15 00:16:36.000,Paramore,Grudges,After Laughter,2024-06-17 16:07:30.076,new wave
rafinhaperry,2018-02-15 00:16:36.000,Paramore,Grudges,After Laughter,2024-06-17 16:07:30.076,power pop
rafinhaperry,2018-02-15 00:16:36.000,Paramore,Grudges,After Laughter,2024-06-17 16:07:30.076,jangle pop
rafinhaperry,2018-02-15 00:16:36.000,Paramore,Grudges,After Laughter,2024-06-17 16:07:30.076,Post-punk revival
rafinhaperry,2018-02-15 00:16:36.000,Paramore,Grudges,After Laughter,2024-06-17 16:07:30.076,rock
pascgabs,2019-04-24 16:31:28.000,Lô Borges,Calibre,Lô Borges,2024-06-17 15:43:23.518,Minas Gerais
pascgabs,2019-04-24 16:31:28.000,Lô Borges,Calibre,Lô Borges,2024-06-17 15:43:23.518,mineiro
pascgabs,2019-04-24 16:31:28.000,Lô Borges,Calibre,Lô Borges,2024-06-17 15:43:23.518,baroque
pascgabs,2019-04-24 16:31:28.000,Lô Borges,Calibre,Lô Borges,2024-06-17 15:43:23.518,jazz
pascgabs,2019-04-24 16:31:28.000,Lô Borges,Calibre,Lô Borges,2024-06-17 15:43:23.518,70s
pascgabs,2022-04-11 05:08:16.000,Amy Winehouse,I Heard Love Is Blind,Frank (Deluxe Edition),2024-06-17 15:38:29.987,jazz
pascgabs,2022-04-11 05:08:16.000,Amy Winehouse,I Heard Love Is Blind,Frank (Deluxe Edition),2024-06-17 15:38:29.987,soul
pascgabs,2022-04-11 05:08:16.000,Amy Winehouse,I Heard Love Is Blind,Frank (Deluxe Edition),2024-06-17 15:38:29.987,female vocalists
pascgabs,2022-04-11 05:08:16.000,Amy Winehouse,I Heard Love Is Blind,Frank (Deluxe Edition),2024-06-17 15:38:29.987,Amy Winehouse
pascgabs,2022-04-11 05:08:16.000,Amy Winehouse,I Heard Love Is Blind,Frank (Deluxe Edition),2024-06-17 15:38:29.987,british
isaaflintz,2021-08-26 16:55:29.000,Doja Cat,Options (feat. JID),Planet Her,2024-06-17 14:49:41.017,trap
isaaflintz,2021-08-26 16:55:29.000,Doja Cat,Options (feat. JID),Planet Her,2024-06-17 14:49:41.017,pop rap
isaaflintz,2021-08-26 16:55:29.000,Doja Cat,Options (feat. JID),Planet Her,2024-06-17 14:49:41.017,Hip-Hop
isaaflintz,2021-08-26 16:55:29.000,Doja Cat,Options (feat. JID),Planet Her,2024-06-17 14:49:41.017,rnb
isaaflintz,2021-08-26 16:55:29.000,Doja Cat,Options (feat. JID),Planet Her,2024-06-17 14:49:41.017,rap
luizabonazza,2023-06-21 14:43:27.000,Dua Lipa,Be the One,Be the One,2024-06-17 12:43:17.499,pop
luizabonazza,2023-06-21 14:43:27.000,Dua Lipa,Be the One,Be the One,2024-06-17 12:43:17.499,synthpop
luizabonazza,2023-06-21 14:43:27.000,Dua Lipa,Be the One,Be the One,2024-06-17 12:43:17.499,dance
luizabonazza,2023-06-21 14:43:27.000,Dua Lipa,Be the One,Be the One,2024-06-17 12:43:17.499,love at first listen
luizabonazza,2023-06-21 14:43:27.000,Dua Lipa,Be the One,Be the One,2024-06-17 12:43:17.499,electropop
marisalgueiro,2023-06-02 18:58:03.000,LOOΠΔ / ODD EYE CIRCLE,Sweet Crazy Love,Max & Match,2024-06-17 13:05:53.184,rnb
marisalgueiro,2023-06-02 18:58:03.000,LOOΠΔ / ODD EYE CIRCLE,Sweet Crazy Love,Max & Match,2024-06-17 13:05:53.184,Kpop
marisalgueiro,2023-06-02 18:58:03.000,LOOΠΔ / ODD EYE CIRCLE,Sweet Crazy Love,Max & Match,2024-06-17 13:05:53.184,pop
marisalgueiro,2023-06-02 18:58:03.000,LOOΠΔ / ODD EYE CIRCLE,Sweet Crazy Love,Max & Match,2024-06-17 13:05:53.184,dance
marisalgueiro,2023-06-02 18:58:03.000,LOOΠΔ / ODD EYE CIRCLE,Sweet Crazy Love,Max & Match,2024-06-17 13:05:53.184,dream pop
mateuslevisf,2022-01-15 18:09:42.000,BTS,Tomorrow,Skool Luv Affair,2024-06-17 15:10:20.538,Korean
mateuslevisf,2022-01-15 18:09:42.000,BTS,Tomorrow,Skool Luv Affair,2024-06-17 15:10:20.538,k-pop
mateuslevisf,2022-01-15 18:09:42.000,BTS,Tomorrow,Skool Luv Affair,2024-06-17 15:10:20.538,Kpop
mateuslevisf,2022-01-15 18:09:42.000,BTS,Tomorrow,Skool Luv Affair,2024-06-17 15:10:20.538,pop
mateuslevisf,2022-01-15 18:09:42.000,BTS,Tomorrow,Skool Luv Affair,2024-06-17 15:10:20.538,bts
rmottafc,2022-04-07 21:12:30.000,Fat Jon,In Position,Samurai Champloo Music Record: Impression,2024-06-17 12:58:58.655,instrumental
rmottafc,2022-04-07 21:12:30.000,Fat Jon,In Position,Samurai Champloo Music Record: Impression,2024-06-17 12:58:58.655,Samurai Champloo
rmottafc,2022-04-07 21:12:30.000,Fat Jon,In Position,Samurai Champloo Music Record: Impression,2024-06-17 12:58:58.655,Soundtrack
rmottafc,2022-04-07 21:12:30.000,Fat Jon,In Position,Samurai Champloo Music Record: Impression,2024-06-17 12:58:58.655,trip-hop
rmottafc,2022-04-07 21:12:30.000,Fat Jon,In Position,Samurai Champloo Music Record: Impression,2024-06-17 12:58:58.655,downtempo
isaaflintz,2022-10-14 19:20:50.000,Arctic Monkeys,Snap Out of It,AM,2024-06-17 14:47:12.421,indie rock
isaaflintz,2022-10-14 19:20:50.000,Arctic Monkeys,Snap Out of It,AM,2024-06-17 14:47:12.421,alternative
isaaflintz,2022-10-14 19:20:50.000,Arctic Monkeys,Snap Out of It,AM,2024-06-17 14:47:12.421,british
isaaflintz,2022-10-14 19:20:50.000,Arctic Monkeys,Snap Out of It,AM,2024-06-17 14:47:12.421,rock
isaaflintz,2022-10-14 19:20:50.000,Arctic Monkeys,Snap Out of It,AM,2024-06-17 14:47:12.421,alternative rock
Hydraine,2022-07-03 16:32:26.000,Coldplay,Daylight,A Rush of Blood to the Head,2024-06-17 15:19:44.257,rock
Hydraine,2022-07-03 16:32:26.000,Coldplay,Daylight,A Rush of Blood to the Head,2024-06-17 15:19:44.257,alternative
Hydraine,2022-07-03 16:32:26.000,Coldplay,Daylight,A Rush of Blood to the Head,2024-06-17 15:19:44.257,Coldplay
Hydraine,2022-07-03 16:32:26.000,Coldplay,Daylight,A Rush of Blood to the Head,2024-06-17 15:19:44.257,britpop
Hydraine,2022-07-03 16:32:26.000,Coldplay,Daylight,A Rush of Blood to the Head,2024-06-17 15:19:44.257,alternative rock
Luca1_2_3,2020-12-13 17:19:05.000,Woody Guthrie,Tear The Fascists Down,My Dusty Road,2024-06-17 14:41:51.158,folk
Luca1_2_3,2020-12-13 17:19:05.000,Woody Guthrie,Tear The Fascists Down,My Dusty Road,2024-06-17 14:41:51.158,political
Luca1_2_3,2020-12-13 17:19:05.000,Woody Guthrie,Tear The Fascists Down,My Dusty Road,2024-06-17 14:41:51.158,Dylan
rmottafc,2024-05-18 13:24:40.000,Pearl Jam,Alive,Ten,2024-06-17 12:47:41.918,Grunge
rmottafc,2024-05-18 13:24:40.000,Pearl Jam,Alive,Ten,2024-06-17 12:47:41.918,rock
rmottafc,2024-05-18 13:24:40.000,Pearl Jam,Alive,Ten,2024-06-17 12:47:41.918,alternative rock
rmottafc,2024-05-18 13:24:40.000,Pearl Jam,Alive,Ten,2024-06-17 12:47:41.918,90s
rmottafc,2024-05-18 13:24:40.000,Pearl Jam,Alive,Ten,2024-06-17 12:47:41.918,pearl jam
luizabonazza,2023-07-13 06:54:56.000,LUDMILLA,Sinais de Fogo - Ao Vivo,Numanice #2 (ao vivo),2024-06-17 12:43:11.931,brazil
luizabonazza,2023-07-13 06:54:56.000,LUDMILLA,Sinais de Fogo - Ao Vivo,Numanice #2 (ao vivo),2024-06-17 12:43:11.931,brasil
luizabonazza,2023-07-13 06:54:56.000,LUDMILLA,Sinais de Fogo - Ao Vivo,Numanice #2 (ao vivo),2024-06-17 12:43:11.931,feat
luizabonazza,2023-07-13 06:54:56.000,LUDMILLA,Sinais de Fogo - Ao Vivo,Numanice #2 (ao vivo),2024-06-17 12:43:11.931,Pagode
luizabonazza,2023-07-13 06:54:56.000,LUDMILLA,Sinais de Fogo - Ao Vivo,Numanice #2 (ao vivo),2024-06-17 12:43:11.931,hino
Daniel_Peq,2024-03-23 02:18:16.000,Andrew Hale,Noire Clarinet,L.A. Noire Official Soundtrack,2024-06-17 15:01:35.222,Soundtrack
Daniel_Peq,2024-03-23 02:18:16.000,Andrew Hale,Noire Clarinet,L.A. Noire Official Soundtrack,2024-06-17 15:01:35.222,jazz
mbarretov2,2023-12-19 15:34:42.000,Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell,2024-06-19 12:05:17.915,rock
mbarretov2,2023-12-19 15:34:42.000,Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell,2024-06-19 12:05:17.915,hard rock
mbarretov2,2023-12-19 15:34:42.000,Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell,2024-06-19 12:05:17.915,80s
mbarretov2,2023-12-19 15:34:42.000,Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell,2024-06-19 12:05:17.915,1986
mbarretov2,2023-12-19 15:34:42.000,Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell,2024-06-19 12:05:17.915,clear pronunciation
rafinhaperry,2024-01-26 19:04:54.000,Gal Costa,Você não gosta de mim,Aquele frevo axé,2024-06-17 15:57:23.530,pop
rafinhaperry,2024-01-26 19:04:54.000,Gal Costa,Você não gosta de mim,Aquele frevo axé,2024-06-17 15:57:23.530,brasil
rafinhaperry,2024-01-26 19:04:54.000,Gal Costa,Você não gosta de mim,Aquele frevo axé,2024-06-17 15:57:23.530,mpb
rafinhaperry,2024-01-26 19:04:54.000,Gal Costa,Você não gosta de mim,Aquele frevo axé,2024-06-17 15:57:23.530,Gal Costa
isaaflintz,2019-08-08 10:26:21.000,Naughty Boy,La La La,In the Lonely Hour (Drowning Shadows Edition),2024-06-17 14:59:15.176,pop
isaaflintz,2019-08-08 10:26:21.000,Naughty Boy,La La La,In the Lonely Hour (Drowning Shadows Edition),2024-06-17 14:59:15.176,electronic
isaaflintz,2019-08-08 10:26:21.000,Naughty Boy,La La La,In the Lonely Hour (Drowning Shadows Edition),2024-06-17 14:59:15.176,british
isaaflintz,2019-08-08 10:26:21.000,Naughty Boy,La La La,In the Lonely Hour (Drowning Shadows Edition),2024-06-17 14:59:15.176,UK Garage
isaaflintz,2019-08-08 10:26:21.000,Naughty Boy,La La La,In the Lonely Hour (Drowning Shadows Edition),2024-06-17 14:59:15.176,uk number one
isaaflintz,2019-10-19 18:28:35.000,The Beatles,I'm Looking Through You - Remastered 2009,Rubber Soul (Remastered),2024-06-17 14:58:34.045,rock
isaaflintz,2019-10-19 18:28:35.000,The Beatles,I'm Looking Through You - Remastered 2009,Rubber Soul (Remastered),2024-06-17 14:58:34.045,folk
isaaflintz,2019-10-19 18:28:35.000,The Beatles,I'm Looking Through You - Remastered 2009,Rubber Soul (Remastered),2024-06-17 14:58:34.045,pop rock
isaaflintz,2019-10-19 18:28:35.000,The Beatles,I'm Looking Through You - Remastered 2009,Rubber Soul (Remastered),2024-06-17 14:58:34.045,folk rock
isaaflintz,2019-10-19 18:28:35.000,The Beatles,I'm Looking Through You - Remastered 2009,Rubber Soul (Remastered),2024-06-17 14:58:34.045,mistagged
rafinhaperry,2018-03-03 13:59:02.000,Katy Perry,Walking on Air,PRISM (Deluxe Version),2024-06-17 16:07:18.457,dance
rafinhaperry,2018-03-03 13:59:02.000,Katy Perry,Walking on Air,PRISM (Deluxe Version),2024-06-17 16:07:18.457,pop
rafinhaperry,2018-03-03 13:59:02.000,Katy Perry,Walking on Air,PRISM (Deluxe Version),2024-06-17 16:07:18.457,90s
rafinhaperry,2018-03-03 13:59:02.000,Katy Perry,Walking on Air,PRISM (Deluxe Version),2024-06-17 16:07:18.457,i will dance like a sexy bitch to this
rafinhaperry,2018-03-03 13:59:02.000,Katy Perry,Walking on Air,PRISM (Deluxe Version),2024-06-17 16:07:18.457,katy perry
isaaflintz,2019-05-31 21:33:15.000,The Cure,Friday I'm in Love,Wish,2024-06-17 14:59:51.982,80s
isaaflintz,2019-05-31 21:33:15.000,The Cure,Friday I'm in Love,Wish,2024-06-17 14:59:51.982,new wave
isaaflintz,2019-05-31 21:33:15.000,The Cure,Friday I'm in Love,Wish,2024-06-17 14:59:51.982,alternative
isaaflintz,2019-05-31 21:33:15.000,The Cure,Friday I'm in Love,Wish,2024-06-17 14:59:51.982,rock
isaaflintz,2019-05-31 21:33:15.000,The Cure,Friday I'm in Love,Wish,2024-06-17 14:59:51.982,The Cure
KevinDoGraja,2023-10-13 11:06:58.000,Moon Byul,Shutdown (Feat.Seori),Shutdown (Feat. Seori),2024-06-17 12:45:20.907,electronic
KevinDoGraja,2023-10-13 11:06:58.000,Moon Byul,Shutdown (Feat.Seori),Shutdown (Feat. Seori),2024-06-17 12:45:20.907,pop
KevinDoGraja,2023-10-13 11:06:58.000,Moon Byul,Shutdown (Feat.Seori),Shutdown (Feat. Seori),2024-06-17 12:45:20.907,dance
KevinDoGraja,2023-10-13 11:06:58.000,Moon Byul,Shutdown (Feat.Seori),Shutdown (Feat. Seori),2024-06-17 12:45:20.907,rnb
KevinDoGraja,2023-10-13 11:06:58.000,Moon Byul,Shutdown (Feat.Seori),Shutdown (Feat. Seori),2024-06-17 12:45:20.907,Korean
isaaflintz,2019-06-22 21:41:01.000,Queen,Keep Yourself Alive - Remastered 2011,Queen (Deluxe Edition 2011 Remaster),2024-06-17 14:59:42.032,heavy metal
isaaflintz,2019-06-22 21:41:01.000,Queen,Keep Yourself Alive - Remastered 2011,Queen (Deluxe Edition 2011 Remaster),2024-06-17 14:59:42.032,hard rock
isaaflintz,2019-06-22 21:41:01.000,Queen,Keep Yourself Alive - Remastered 2011,Queen (Deluxe Edition 2011 Remaster),2024-06-17 14:59:42.032,glam rock
Daniel_Peq,2024-01-09 18:09:19.000,Ayreon,Progressive Waves,The Theory of Everything,2024-06-17 15:01:52.824,Progressive rock
Daniel_Peq,2024-01-09 18:09:19.000,Ayreon,Progressive Waves,The Theory of Everything,2024-06-17 15:01:52.824,Progressive metal
Daniel_Peq,2024-01-09 18:09:19.000,Ayreon,Progressive Waves,The Theory of Everything,2024-06-17 15:01:52.824,instrumental
Daniel_Peq,2024-01-09 18:09:19.000,Ayreon,Progressive Waves,The Theory of Everything,2024-06-17 15:01:52.824,great keyboards
Daniel_Peq,2024-01-09 18:09:19.000,Ayreon,Progressive Waves,The Theory of Everything,2024-06-17 15:01:52.824,awesome instrumental
marisalgueiro,2023-09-06 16:34:50.000,The Weeknd,Out of Time,Dawn FM,2024-06-17 13:05:09.148,city pop
marisalgueiro,2023-09-06 16:34:50.000,The Weeknd,Out of Time,Dawn FM,2024-06-17 13:05:09.148,rnb
marisalgueiro,2023-09-06 16:34:50.000,The Weeknd,Out of Time,Dawn FM,2024-06-17 13:05:09.148,pop
marisalgueiro,2023-09-06 16:34:50.000,The Weeknd,Out of Time,Dawn FM,2024-06-17 13:05:09.148,MySpotigramBot
marisalgueiro,2023-09-06 16:34:50.000,The Weeknd,Out of Time,Dawn FM,2024-06-17 13:05:09.148,vaporwave
isaaflintz,2019-04-16 20:51:43.000,Sia,Fire Meet Gasoline,1000 Forms of Fear,2024-06-17 15:00:09.052,pop
isaaflintz,2019-04-16 20:51:43.000,Sia,Fire Meet Gasoline,1000 Forms of Fear,2024-06-17 15:00:09.052,songs i wanna sing for someone one day
isaaflintz,2019-04-16 20:51:43.000,Sia,Fire Meet Gasoline,1000 Forms of Fear,2024-06-17 15:00:09.052,songs i wanna sing aloud
isaaflintz,2019-04-16 20:51:43.000,Sia,Fire Meet Gasoline,1000 Forms of Fear,2024-06-17 15:00:09.052,Love
isaaflintz,2019-04-16 20:51:43.000,Sia,Fire Meet Gasoline,1000 Forms of Fear,2024-06-17 15:00:09.052,female vocalists
pascgabs,2018-09-12 01:20:19.000,Belchior,Como O Diabo Gosta,Alucinação,2024-06-17 15:44:32.613,folk
pascgabs,2018-09-12 01:20:19.000,Belchior,Como O Diabo Gosta,Alucinação,2024-06-17 15:44:32.613,brasil
pascgabs,2018-09-12 01:20:19.000,Belchior,Como O Diabo Gosta,Alucinação,2024-06-17 15:44:32.613,mpb
pascgabs,2018-09-12 01:20:19.000,Belchior,Como O Diabo Gosta,Alucinação,2024-06-17 15:44:32.613,brazilian
pascgabs,2018-09-12 01:20:19.000,Belchior,Como O Diabo Gosta,Alucinação,2024-06-17 15:44:32.613,belle
KevinDoGraja,2023-11-10 15:45:55.000,aespa,Don't Blink,Drama - The 4th Mini Album,2024-06-17 12:45:11.644,k-pop
KevinDoGraja,2023-11-10 15:45:55.000,aespa,Don't Blink,Drama - The 4th Mini Album,2024-06-17 12:45:11.644,Awesome
KevinDoGraja,2023-11-10 15:45:55.000,aespa,Don't Blink,Drama - The 4th Mini Album,2024-06-17 12:45:11.644,Korean
KevinDoGraja,2023-11-10 15:45:55.000,aespa,Don't Blink,Drama - The 4th Mini Album,2024-06-17 12:45:11.644,Favorite
KevinDoGraja,2023-11-10 15:45:55.000,aespa,Don't Blink,Drama - The 4th Mini Album,2024-06-17 12:45:11.644,Kpop
vicisnotonfire,2017-05-22 13:55:07.000,Franz Ferdinand,No You Girls,Tonight: Franz Ferdinand,2024-06-17 15:55:00.665,indie rock
vicisnotonfire,2017-05-22 13:55:07.000,Franz Ferdinand,No You Girls,Tonight: Franz Ferdinand,2024-06-17 15:55:00.665,indie
vicisnotonfire,2017-05-22 13:55:07.000,Franz Ferdinand,No You Girls,Tonight: Franz Ferdinand,2024-06-17 15:55:00.665,british
vicisnotonfire,2017-05-22 13:55:07.000,Franz Ferdinand,No You Girls,Tonight: Franz Ferdinand,2024-06-17 15:55:00.665,alternative
vicisnotonfire,2017-05-22 13:55:07.000,Franz Ferdinand,No You Girls,Tonight: Franz Ferdinand,2024-06-17 15:55:00.665,britpop
rafinhaperry,2023-09-10 21:45:21.000,Gal Costa,Dê Um Rolê - Ao Vivo,Gal A Todo Vapor (Live),2024-06-17 15:58:33.810,Psychedelic Rock
rafinhaperry,2023-09-10 21:45:21.000,Gal Costa,Dê Um Rolê - Ao Vivo,Gal A Todo Vapor (Live),2024-06-17 15:58:33.810,tropicália
Luca1_2_3,2021-01-15 15:11:56.000,Britney Spears,Toxic,In the Zone,2024-06-17 14:41:35.223,pop
Luca1_2_3,2021-01-15 15:11:56.000,Britney Spears,Toxic,In the Zone,2024-06-17 14:41:35.223,dance
